Province,Dsitrict,ADM2_CODE,Summary06,Horse06,Cattle06,Camel06,Sheep06,Goat06,Summary02,Horse02,Cattle02,Camel02,Sheep02,Goat02,Summary99,Horse99,Cattle99,Camel99,Sheep99,Goat99,Summary96,Horse96,Cattle96,Camel96,Sheep96,Goat96,Summary92,Horse92,Cattle92,Camel92,Sheep92,Goat92
Tov,Bayantsogt,MN4134,65.13,6.1,3.94,0.01,30.09,25,41.01,5.52,2.13,0.01,20.92,12.43,66.75,7,5.45,0.01,41.92,12.37,71.7,8.2,8.12,0.02,46.46,8.9,58.25,6.89,6.84,0.05,41.94,2.53
Tov,Bornuur,MN4140,65.68,4.8,6.51,0.06,28.15,26.16,53.4,5.06,4.92,0.05,26,17.38,53.35,5.53,6.05,0.07,31.36,10.34,51.4,5.16,8.13,0.02,31.61,6.49,48.84,4.87,7.34,0.02,35.27,1.34
Tov,Buren,MN4143,149.96,15.11,7.5,0.11,74.16,53.09,107.99,16.39,7.12,0.26,56.92,27.3,162.12,26.93,18.74,0.46,83.52,32.48,128.92,22.31,14.42,0.46,68.06,23.68,104.86,16.7,10.39,0.46,63.21,14.1
Tov,Delgerkhaan,MN4146,65.87,5.44,3.98,0.05,30.84,25.56,39.53,4.33,2.58,0.07,19.74,12.81,72.67,10.03,8.74,0.19,34.92,18.79,66.38,9,7.94,0.18,33.46,15.79,46.52,5.34,4.42,0.12,29.2,7.43
Tov,Erdene,MN4176,107.88,7.26,11.58,0.03,50.78,38.23,75.6,7.82,9.32,0.03,37.14,21.3,68.7,7.9,10.45,0.02,36.15,14.19,63.79,7.72,12.34,0.04,32.45,11.24,56.55,5.36,9.26,0.03,35.82,6.07
Tov,Erdenesant,MN4179,169.76,13.83,5.49,0.12,86.38,63.94,117.8,12.13,6.06,0.11,59.45,40.05,182.01,24.36,20.67,0.09,91.96,44.93,147.03,19.83,18.5,0.06,78.18,30.46,137.95,13.43,14.02,0.03,88.98,21.48
Tov,Jargalant,MN4149,62.49,3.87,4.53,0,28.77,25.32,66.5,6.74,5.06,0.03,33.48,21.2,65.93,6.8,8.44,0.06,37.05,13.59,54.06,5.6,8.05,0,33.6,6.82,57.14,4.77,8.74,0,41.28,2.34
Tov,Lun,MN4155,119.99,9.23,4.77,0.14,61.2,44.65,110.37,11.67,4.89,0.19,57.84,35.78,130.99,14.76,14.46,0.24,71.88,29.65,91.87,11.2,12.84,0.1,50.45,17.28,83.61,9.21,11.73,0.18,53.67,8.82
Tov,Mungunmorit,MN4158,33.15,3.16,7.38,0.03,13.77,8.81,34.38,4.47,8.53,0.03,14.36,6.99,28.98,4.78,8.24,0.03,12.52,3.41,25.83,4.66,7.79,0.04,10.86,2.48,27.66,4.11,7.06,0.03,15.12,1.35
Tov,Sergelen,MN4167,76.3,10.68,3.76,0.05,38.43,23.39,44.48,6.61,1.96,0.07,25.55,10.29,86.05,14.94,5.51,0.13,49.92,15.55,84.73,16.66,6.69,0.33,48.32,12.73,73.8,12.64,5.69,0.41,47.82,7.24
Tov,Sumber,MN4164,22.41,1.36,2.22,-,9.91,8.92,21.91,2.02,1.49,-,11.54,6.86,25.13,2.13,2.62,-,15.42,4.97,23.35,2,2.93,-,15.27,3.15,20.77,1.52,3.56,-,14.62,1.07
Tov,Tseel,MN4173,45.62,4.23,2.63,0.03,20.49,18.23,56.29,5.97,4.08,0.09,27.47,18.69,56.91,6.52,6.96,0.24,29.61,13.58,45.62,5.71,6.52,0.35,25.29,7.76,40.42,4.65,6.37,0.55,25.38,3.47
Tov,Undurshireet,MN4161,87.43,8.1,3.91,0.04,40.81,34.58,76.12,9.67,4.86,0.06,35.62,25.92,93.02,13.99,12.37,0.11,42.62,23.93,74.01,11.18,9.79,0.12,36.1,16.83,90.5,9,8.85,0.2,60.01,12.45
Tov,Zaamar,MN4152,72.53,5.66,3.05,0,32.09,31.73,73.15,8.46,5.13,0.07,32.93,26.55,92.4,11.9,14.06,0.13,42.32,23.99,65.28,9.3,11.53,0.17,30.87,13.41,60.17,6.68,12.03,0.23,33.59,7.65
Tov,Zuunmod,MN4101,32.5,2.91,2.78,-,14.8,12.01,20.05,1.66,1.95,-,10.46,5.98,36.65,4.16,3.35,0.01,21.69,7.45,45.94,5.76,5.48,0,26.81,7.88,38.37,4.36,4.38,0.01,25.09,4.54
Govisumber,Bayantal,MN4204,19.11,1.95,0.5,0.13,6.58,9.95,4.78,0.6,0.18,0.04,1.34,2.63,13.99,1.46,1.63,0.05,5.89,4.97,8.13,0.8,0.86,0.03,3.67,2.77,3.28,0.15,0.45,0.01,1.98,0.7
Govisumber,Shiveegovi,MN4207,21.49,1.02,0.72,0.05,8.85,10.85,15.7,1.07,0.56,0.06,6.66,7.34,19.32,1.36,2.42,0.08,9,6.46,14.71,1.1,1.55,0.11,7.23,4.73,7.89,0.47,1.07,0.06,4.29,2
Govisumber,Sumber,MN4201,129.64,9.05,3.55,0.33,53.46,63.25,59.57,5.59,1.52,0.28,24.71,27.47,103.2,11.85,11.11,0.39,49.16,30.69,87.9,8.4,8.52,0.32,49.04,21.63,88.79,5.77,6.63,0.28,64.46,11.65
Selenge,Altanbulag,MN4304,34.15,1.44,4.58,0.01,16.11,12.01,31.96,2.13,5.16,0.02,15.28,9.37,19.2,1.76,4.42,0,9.04,3.97,15.96,1.53,3.85,-,8.07,2.51,16.7,1.79,5.62,-,8.54,0.75
Selenge,Baruunburen,MN4307,77.63,4.34,6.02,0.05,36.59,30.64,66.19,4.4,7.79,0.03,32.9,21.07,78.78,5.22,10.47,0.01,46.21,16.87,57.22,4.19,7.61,-,36.03,9.39,50.4,3.34,5.99,0,36.86,4.22
Selenge,Bayangol,MN4310,76.84,4.35,6.08,0.01,37.78,28.63,62.52,5.59,6.15,0.05,31.98,18.76,52.84,4.49,8.51,0,29.53,10.29,40.58,3.76,7.85,0,23.42,5.54,36.94,2.89,6.71,0.02,25.07,2.25
Selenge,Javkhlant,MN4316,57.43,1.78,3.56,0,26.63,25.47,60.66,2.8,5.62,0.03,27.96,24.26,23.04,1.16,2.8,0.01,11.69,7.38,21.39,1.06,2.12,-,12.81,5.39,18.37,0.96,1.56,-,13.37,2.48
Selenge,Khuder,MN4340,17.73,1.37,3.57,0.01,7.44,5.34,13.51,1.42,2.89,0.01,6,3.18,8.26,1.2,2.83,-,3.07,1.16,8.16,1.24,3.11,-,2.92,0.89,9.71,1.22,3.92,-,4.15,0.42
Selenge,Khushaat,MN4343,41.78,0.93,2.81,0.04,19.88,18.13,29.31,1.85,3.49,0.02,12.25,11.71,15.7,1.13,3.43,-,6.21,4.93,11.69,1.02,3.21,0.01,4.34,3.12,12.62,1.06,3.81,0,5.92,1.84
Selenge,Mandal,MN4322,81.07,6.58,14.68,0.1,29.39,30.31,75.57,6.45,13.82,0.11,33.55,21.65,83.72,7.67,17.34,0.03,41.62,17.05,74.3,7.25,17.32,0.04,39.11,10.59,27.75,2.32,5.34,-,19.26,0.83
Selenge,Orkhon,MN4325,31.96,1.52,3.03,0.01,12.65,14.76,35.51,2.82,5.35,0.01,15.55,11.79,37.07,2.48,6.95,0,19.15,8.49,26.77,2.09,5.33,-,14.92,4.44,28.63,1.35,4.84,0,20.06,2.38
Selenge,Orkhontuul,MN4328,45.34,4.18,3.35,0.22,17.98,19.61,53.69,5.52,6.01,0.33,24.12,17.7,62.92,6.26,11.87,0.29,29.72,14.79,46.85,5.11,11.35,0.29,21.54,8.56,42.19,3.48,13.46,0.25,20.12,4.88
Selenge,Saikhan,MN4331,49.24,2.05,4.15,0,22.49,20.55,35.8,2.76,4.52,0.02,15.17,13.33,43.55,2.85,6.37,0.01,21.92,12.41,32.32,2.2,4.77,-,18.19,7.17,25.95,1.3,3.46,-,18.41,2.79
Selenge,Sant,MN4334,36.7,1.55,3.18,-,15.02,16.96,26.86,1.29,3.41,0.06,11.58,10.52,24.19,1.23,4.48,0,13.52,4.96,20.49,1.28,3.75,0,12.93,2.52,24,1.32,4.2,-,17.67,0.82
Selenge,Shaamar,MN4349,19.06,0.74,3.71,-,6.38,8.23,20.36,1.16,4.3,-,7.04,7.87,22.68,1.19,4.69,-,10.16,6.64,19.59,1.33,4.2,-,9.37,4.69,16.39,0.97,3.1,-,9.85,2.47
Selenge,Sukhbaatar,MN4301,19.86,1.28,3.59,-,6.66,8.33,25.45,1.64,5,0.02,8.96,9.85,26.91,1.68,5.37,0.01,12.42,7.43,25.22,1.48,5.87,-,12.51,5.36,17.4,1.51,5.1,0,8.66,2.13
Selenge,Tsagaannuur,MN4346,82.35,2.62,8.39,0.01,40.04,31.29,62.16,3.39,6.91,0.04,36.03,15.79,53.55,3.5,6.88,0.01,34.42,8.73,42.74,2.65,5.31,0,29.79,5,40.79,1.45,4.23,-,33.08,2.02
Selenge,Tushig,MN4337,-,-,-,-,-,-,18.77,0.97,3.59,-,9.96,4.25,17.23,1.34,4.33,0,9.58,1.98,14.31,1.32,3.56,-,8.5,0.93,17.94,1.41,4.35,-,11.77,0.41
Selenge,Yeruu,MN4313,46.36,1.81,6.35,0,18.76,19.43,38.54,2.27,6.76,0.03,16.07,13.4,25.17,1.83,5.95,0.01,12.42,4.97,23.21,1.79,5.77,0.01,13.38,2.27,20.47,1.19,3.24,-,15.65,0.39
Selenge,Zuunburen,MN4319,32.74,1.19,3.96,0.01,14.98,12.61,26.54,1.1,3.3,0.01,12.32,9.81,27.82,1.28,2.93,0.01,17.22,6.38,25.79,1.47,3.12,0.01,16.62,4.57,24.78,1.36,2.77,0,18,2.65
Dornogovi,Airag,MN4404,51.37,4.63,1.54,0.85,24.57,19.78,67.93,7.44,2.25,1.14,30.91,26.19,68.96,9.88,6.5,1.16,31.04,20.38,65.89,7.96,6.11,0.97,31.39,19.46,71.54,6.65,4.98,1.12,45.86,12.94
Dornogovi,Altanshiree,MN4407,41.58,3.89,1.37,0.88,20.43,15.01,55.02,6.34,2.2,1.14,26,19.34,69.35,9.24,7.17,1.09,35.69,16.16,53.37,7.22,6.4,1.03,27.84,10.88,63.31,7.37,5.87,1.36,39.46,9.25
Dornogovi,Dalanjargalan,MN4410,71.94,5.16,2.3,0.6,36.44,27.45,69.16,5.89,1.9,0.71,36.56,24.11,94.83,11.04,9.53,0.9,51.11,22.26,80.43,8.65,8.5,0.78,44.18,18.32,72.35,6.05,6.64,0.95,47.44,11.28
Dornogovi,Delgerekh,MN4413,81.46,7.62,3.74,1.08,38.83,30.19,71.14,8.06,3.17,1.1,34.28,24.54,97.78,13.31,9.89,1.14,49.89,23.55,78.5,9.31,9.5,1.11,41.68,16.91,81.76,6.99,8.5,0.9,54.99,10.38
Dornogovi,Erdene,MN4440,33.37,4.03,1.35,1.76,11.51,14.72,52.51,5.11,3.75,2.17,20.27,21.21,87.01,10.52,9.96,2.29,34.19,30.06,68.86,8.03,7.47,2.08,29.38,21.9,70.33,7.46,6.49,2.59,36.2,17.59
Dornogovi,Ikhkhet,MN4419,62.45,4.96,3.06,0.27,28.27,25.89,57.41,4.81,2.52,0.33,31.66,18.1,67.07,7.69,7.74,0.44,36.06,15.14,57.18,6.84,7.11,0.41,30.43,12.4,67.29,5.84,7.34,0.49,44.05,9.56
Dornogovi,Khatanbulag,MN4434,116.37,6.42,5.62,4.87,33.79,65.68,86.92,5.98,3.91,4.72,26.98,45.34,139.85,11.71,12.95,6.01,50.63,58.55,125.02,9.94,12.88,6.32,46.45,49.44,109.02,8.63,11.32,9.76,44.7,34.6
Dornogovi,Khovsgol,MN4437,48.65,3.87,1.77,3.26,13.31,26.44,46.73,4.17,2.28,3.33,13.48,23.46,88.01,9.54,6.78,3.45,31.76,36.49,72.48,7.15,5.85,3.27,27.57,28.64,66,6.45,4.83,6.2,27.02,21.51
Dornogovi,Mandakh,MN4422,47.03,3.1,0.76,4.39,14.75,24.04,71.02,5.88,2.52,4.48,25.29,32.85,80.44,8.28,5.03,4.79,31.11,31.23,65.12,6.6,4.55,5.27,25.72,22.98,54.81,5.75,3.45,9.56,20.54,15.52
Dornogovi,Orgun,MN4425,36.66,3.51,1.64,0.89,17.11,13.5,67.49,6.14,3.77,1.32,31.42,24.85,80.71,8.88,8.31,1.3,37.89,24.33,63.09,6.55,6.18,1.08,30.76,18.52,61.81,5.65,4.32,1.62,34.91,15.31
Dornogovi,Saikhandulaan,MN4428,37.08,3.17,0.81,2.04,14.31,16.75,65.62,6.5,4.1,2.55,23.34,29.12,65.06,7.64,5.28,2.47,24.74,24.93,54.16,6.08,4.36,2.58,21.48,19.65,52.44,4.72,3.84,6.46,23.26,14.17
Dornogovi,Sainshand,MN4401,18.52,1.42,0.57,1.28,7.15,8.09,55.62,4.04,2.74,1.92,20.07,26.85,62.85,4.95,5.57,1.51,24.13,26.68,48.5,3.3,4.98,1.12,19.86,19.25,17.89,0.95,2.41,0.16,8.91,5.48
Dornogovi,Ulaanbadrakh,MN4431,57.66,4.94,2.26,3.05,18.71,28.7,55.85,4.15,2.04,3.1,19.09,27.47,96.88,9.26,7.47,3.64,35.26,41.25,81.68,7.47,6.19,3.79,31.36,32.87,82.32,5.49,4.26,5.32,40.46,26.81
Dornogovi,Zamiin-Uud,MN4416,8.25,0.83,0.4,0.31,2.65,4.06,3.36,0.33,0.21,0.17,1.04,1.61,11.45,1.24,1.51,0.14,3.93,4.64,8.31,0.7,1,0.15,3.31,3.16,-,-,-,-,-,-
Darkhan-Uul,Darkhan,MN4501,49.16,1.65,7.61,0.08,19.19,20.63,47.72,2.77,8.31,0.03,21.03,15.58,58.76,3.52,12.79,0.03,29.14,13.28,59.97,4.04,14.22,0.02,30.2,11.51,108.97,7.76,22.88,0.05,64.23,14.06
Darkhan-Uul,Khongor,MN4507,61.31,3.51,4.85,0,30.84,22.12,49.67,3.92,5.29,0.03,23.91,16.52,48.97,4.12,7.73,0.04,24.86,12.22,37.9,3.84,6.47,0.01,20.46,7.12,36.54,2.52,4.98,0,26.11,2.94
Darkhan-Uul,Orkhon,MN4504,29.89,1,4.74,0.25,13.59,10.3,34.67,1.69,6.42,0.07,15.3,11.19,33.95,2.34,6.8,0.04,15.79,8.98,13.24,1.09,3.44,0.01,5.92,2.78,-,-,-,-,-,-
Darkhan-Uul,Shariin gol,MN4510,39.83,1.65,3.94,0.01,19.05,15.2,33.98,2.29,4.51,0.01,16.88,10.29,37.69,2.73,6.05,0.01,20.25,8.65,26,2.35,4.98,0,14.41,4.25,-,-,-,-,-,-
